"rsid"	"pval_method1"
"rs7408"	0.89497058
"rs7409"	0.39490812
"rs7410"	0.0008216
"rs7411"	0.28228572
"rs7412"	0.82352075
"rs7413"	0.61386256
"rs7414"	0.10125346
"rs7415"	0.0907051
"rs7416"	0.77569778
"rs7417"	0.84489915
"rs7418"	0.29849066
"rs7419"	0.17840176
"rs7420"	0.45909301
"rs7421"	0.34746239
"rs7422"	0.99025564
"rs7423"	0.62822567
"rs7424"	0.12053679
"rs7425"	0.87901017
"rs7426"	0.05118208
"rs7427"	0.72046438
"rs7428"	0.78939677
"rs7429"	0.05879399
"rs7430"	0.27255554
"rs7431"	0.32055689
"rs7432"	0.29132407
"rs7433"	0.22568402
"rs7434"	0.31318597
"rs7435"	0.86096739
"rs7436"	0.87934019
"rs7437"	0.13596027
"rs7438"	0.82153399
"rs7439"	0.34019049
"rs7440"	0.46296824
"rs7441"	0.44772843
"rs7442"	0.05777745
"rs7443"	0.20401515
"rs7444"	0.22807963
"rs7445"	0.62466308
"rs7446"	0.00235955
"rs7447"	0.09105436
"rs7448"	0.69175135
"rs7449"	0.97481464
"rs7450"	0.21089583
"rs7451"	0.76226451
"rs7452"	0.93886229
"rs7453"	0.64178717
"rs7454"	0.8614932
"rs7455"	0.94144372
"rs7456"	0.06501187
"rs7457"	0.45890171
"rs7458"	0.52258151
"rs7459"	0.37749484
"rs7460"	0.56714262
"rs7461"	0.83420551
"rs7462"	0.75014888
"rs7463"	0.41228389
"rs7464"	0.58736689
"rs7465"	0.25273376
"rs7466"	0.02848175
"rs7467"	0.34204084
"rs7468"	0.91405197
"rs7469"	0.49636719
"rs7470"	0.45470016
"rs7471"	0.95882603
"rs7472"	0.56873498
"rs7473"	0.88267423
"rs7474"	0.67344782
"rs7475"	0.13104462
"rs7476"	0.18110438
"rs7477"	0.38632511
"rs7478"	0.72296644
"rs7479"	0.67719503
"rs7480"	0.99547302
"rs7481"	0.86796736
"rs7482"	0.57061583
"rs7483"	0.48583458
"rs7484"	0.78149647
"rs7485"	0.10100377
"rs7486"	0.92014379
"rs7487"	0.55193653
"rs7488"	0.23884398
"rs7489"	0.31747835
"rs7490"	0.81601478
"rs7491"	0.74934503
"rs7492"	0.21957363
"rs7493"	0.74112967
"rs7494"	0.66144117
"rs7495"	0.67745618
"rs7496"	0.72586559
"rs7497"	0.15762859
"rs7498"	0.53705302
"rs7499"	0.6497076
"rs7500"	0.47152449
"rs7501"	0.63060727
"rs7502"	0.17941403
"rs7503"	0.3720809
"rs7504"	0.31804817
"rs7505"	0.96884183
"rs7506"	0.9145777
"rs7507"	0.20136402
"rs7508"	0.43677511
"rs7509"	0.5924773
"rs7510"	0.87334051
"rs7511"	0.59031275
"rs7512"	0.15878301
"rs7513"	0.53065131
"rs7514"	0.56619446
"rs7515"	0.74102352
"rs7516"	0.15286372
"rs7517"	0.56735193
"rs7518"	0.94878008
"rs7519"	0.41897244
"rs7520"	0.71552239
"rs7521"	0.6580549
"rs7522"	0.5703831
"rs7523"	0.7957233
"rs7524"	0.38558337
"rs7525"	0.55681434
"rs7526"	0.98096887
"rs7527"	0.44567623
"rs7528"	0.91696465
"rs7529"	0.41822759
"rs7530"	0.33854487
"rs7531"	0.70294522
"rs7532"	0.63180711
"rs7533"	0.706516
"rs7534"	0.7128215
"rs7535"	0.1765745
"rs7536"	0.56086686
"rs7537"	0.06046859
"rs7538"	0.86142323
"rs7539"	0.05501358
"rs7540"	0.09703498
"rs7541"	0.14079813
"rs7542"	0.65959378
"rs7543"	0.56077411
"rs7544"	0.75179303
"rs7545"	0.16647773
"rs7546"	0.93202529
"rs7547"	0.16422797
"rs7548"	0.06678486
"rs7549"	0.33764063
"rs7550"	0.63954854
"rs7551"	0.1554308
"rs7552"	0.19020566
"rs7553"	0.57194477
"rs7554"	0.63166577
"rs7555"	0.64497374
"rs7556"	0.90012077
"rs7557"	0.58866578
"rs7558"	0.20852015
"rs7559"	0.58851134
"rs7560"	0.74481409
"rs7561"	0.86694811
"rs7562"	0.42320989
"rs7563"	0.0612541
"rs7564"	0.514851
"rs7565"	0.32386497
"rs7566"	0.91356775
"rs7567"	0.60184927
"rs7568"	0.9720804
"rs7569"	0.90703259
"rs7570"	0.58416425
"rs7571"	0.38043595
"rs7572"	0.86071884
"rs7573"	0.47009756
"rs7574"	0.04626499
"rs7575"	0.61597595
"rs7576"	0.41741899
"rs7577"	0.84676921
"rs7578"	0.91694415
"rs7579"	0.27552913
"rs7580"	0.99765246
"rs7581"	0.15079146
"rs7582"	0.92188273
"rs7583"	0.28606049
"rs7584"	0.17313723
"rs7585"	0.43859611
"rs7586"	0.93137707
"rs7587"	0.14196844
"rs7588"	0.27273566
"rs7589"	0.75882748
"rs7590"	0.14516157
"rs7591"	0.88389117
"rs7592"	0.33476743
"rs7593"	0.48267232
"rs7594"	0.98584668
"rs7595"	0.45103417
"rs7596"	0.21050654
"rs7597"	0.17264555
"rs7598"	0.56158515
"rs7599"	0.11640483
"rs7600"	0.59554453
"rs7601"	0.17249112
"rs7602"	0.51598394
"rs7603"	0.51381748
"rs7604"	0.62981668
"rs7605"	0.60854761
"rs7606"	0.95112754
"rs7607"	0.91534797
"rs7608"	0.11229168
"rs7609"	0.36960204
"rs7610"	0.96238501
"rs7611"	0.00474515
"rs7612"	0.7606061
"rs7613"	0.13398748
"rs7614"	0.19826442
"rs7615"	0.84532911
"rs7616"	0.85831108
"rs7617"	0.54009442
"rs7618"	0.08736181
"rs7619"	0.26656604
"rs7620"	0.60785354
"rs7621"	0.84229539
"rs7622"	0.20084619
"rs7623"	0.12361499
"rs7624"	0.42934885
"rs7625"	0.58769185
"rs7626"	0.95534576
"rs7627"	0.60317438
"rs7628"	0.54442306
"rs7629"	0.90100359
"rs7630"	0.87293026
"rs7631"	0.25062537
"rs7632"	0.24734225
"rs7633"	0.68634437
"rs7634"	0.36609169
"rs7635"	0.20901811
"rs7636"	0.77779846
"rs7637"	0.24138066
"rs7638"	0.42427018
"rs7639"	0.40564963
"rs7640"	0.18196834
"rs7641"	0.42273044
"rs7642"	0.63537735
"rs7643"	0.84532184
"rs7644"	0.75604822
"rs7645"	0.17107867
"rs7646"	0.16031134
"rs7647"	0.20400128
"rs7648"	0.81188072
"rs7649"	0.84586642
"rs7650"	0.84220675
"rs7651"	0.35045838
"rs7652"	0.1641394
"rs7653"	0.97042596
"rs7654"	0.89845265
"rs7655"	0.0509046
"rs7656"	0.60368366
"rs7657"	0.67039033
"rs7658"	0.35288162
"rs7659"	0.39924456
"rs7660"	0.20100318
"rs7661"	0.84337138
"rs7662"	0.1732819
"rs7663"	0.1490452
"rs7664"	0.03307039
"rs7665"	0.94678241
"rs7666"	0.59555934
"rs7667"	0.31028116
"rs7668"	0.59992357
"rs7669"	0.10193908
"rs7670"	0.9945009
"rs7671"	0.58913249
"rs7672"	0.0641318
"rs7673"	0.85906146
"rs7674"	0.80430997
"rs7675"	0.46002388
"rs7676"	0.3666125
"rs7677"	0.07194653
"rs7678"	0.50930324
"rs7679"	0.99406925
"rs7680"	0.13904398
"rs7681"	0.32908473
"rs7682"	0.87634671
"rs7683"	0.95415982
"rs7684"	0.79554919
"rs7685"	0.5516304
"rs7686"	0.94089496
"rs7687"	0.55576102
"rs7688"	0.41950599
"rs7689"	0.90422954
"rs7690"	0.97712425
"rs7691"	0.60571935
"rs7692"	0.97137819
"rs7693"	0.64858357
"rs7694"	0.29711285
"rs7695"	0.61973286
"rs7696"	0.09089714
"rs7697"	0.32810427
"rs7698"	0.59171781
"rs7699"	0.70524623
"rs7700"	0.00313058
"rs7701"	0.29886561
"rs7702"	0.69805983
"rs7703"	0.05354754
"rs7704"	0.36377368
"rs7705"	0.21780378
"rs7706"	0.42928262
"rs7707"	0.6560184
"rs7708"	0.2697035
"rs7709"	0.12048578
"rs7710"	0.07279271
"rs7711"	0.18722461
"rs7712"	0.80410796
"rs7713"	0.43319053
"rs7714"	0.06553714
"rs7715"	0.4042474
"rs7716"	0.97231028
"rs7717"	0.49173121
"rs7718"	0.92174783
"rs7719"	0.48665204
"rs7720"	0.11607002
"rs7721"	0.18103874
"rs7722"	0.04848119
"rs7723"	0.71966337
"rs7724"	0.57453843
"rs7725"	0.403621
"rs7726"	0.85500427
"rs7727"	0.90370925
"rs7728"	0.2583727
"rs7729"	0.2718528
"rs7730"	0.65838935
"rs7731"	0.66622668
"rs7732"	0.1901859
"rs7733"	0.92808187
"rs7734"	0.63983968
"rs7735"	0.40595427
"rs7736"	0.27577545
"rs7737"	0.38638964
"rs7738"	0.29791597
"rs7739"	0.30235856
"rs7740"	0.21656567
"rs7741"	0.9617856
"rs7742"	0.05913979
"rs7743"	0.51398104
"rs7744"	0.56501766
"rs7745"	0.59962904
"rs7746"	0.00613345
"rs7747"	0.86261479
"rs7748"	0.68123804
"rs7749"	0.2248975
"rs7750"	0.24321523
"rs7751"	0.203779
"rs7752"	0.22288188
"rs7753"	0.66347023
"rs7754"	0.43210878
"rs7755"	0.94588211
"rs7756"	0.03951105
"rs7757"	0.99600708
"rs7758"	0.14359209
"rs7759"	0.42152377
"rs7760"	0.9206209
"rs7761"	0.17936739
"rs7762"	0.33199017
"rs7763"	0.78058315
"rs7764"	0.18434652
"rs7765"	0.25309327
"rs7766"	0.38509559
"rs7767"	0.33646761
"rs7768"	0.38275511
"rs7769"	0.44233187
"rs7770"	0.19935007
"rs7771"	0.081761
"rs7772"	0.8948188
"rs7773"	0.34703535
"rs7774"	0.15976911
"rs7775"	0.79982969
"rs7776"	0.25137724
"rs7777"	0.1406074
"rs7778"	0.22611848
"rs7779"	0.19920839
"rs7780"	0.59790153
"rs7781"	0.97728514
"rs7782"	0.43946389
"rs7783"	0.04848346
"rs7784"	0.50649624
"rs7785"	0.59259757
"rs7786"	0.17878628
"rs7787"	0.1015267
"rs7788"	0.00347572
"rs7789"	0.91302915
"rs7790"	0.29015525
"rs7791"	0.61229594
"rs7792"	0.80004034
"rs7793"	0.22544055
"rs7794"	0.79304051
"rs7795"	0.00760598
"rs7796"	0.95466918
"rs7797"	0.89245828
"rs7798"	0.14312747
"rs7799"	0.79332783
"rs7800"	0.6130939
"rs7801"	0.26720907
"rs7802"	0.5771514
"rs7803"	0.52667159
"rs7804"	0.62704664
"rs7805"	0.04951009
"rs7806"	0.50587531
"rs7807"	0.1085712
"rs7808"	0.78214994
"rs7809"	0.25692532
"rs7810"	0.11478638
"rs7811"	0.69283835
"rs7812"	0.54605091
"rs7813"	0.02694216
"rs7814"	0.04537156
"rs7815"	0.07010367
"rs7816"	0.90116312
"rs7817"	0.76927837
"rs7818"	0.35725861
"rs7819"	0.88404551
"rs7820"	0.13090129
"rs7821"	0.94482381
"rs7822"	0.95735822
"rs7823"	0.16076548
"rs7824"	0.82419599
"rs7825"	0.74177263
"rs7826"	0.14689365
"rs7827"	0.2322249
"rs7828"	0.76230282
"rs7829"	0.98292895
"rs7830"	0.42216214
"rs7831"	0.31614272
"rs7832"	0.20154086
"rs7833"	0.94046565
"rs7834"	0.95176245
"rs7835"	0.4097581
"rs7836"	0.12479212
"rs7837"	0.51911743
"rs7838"	0.54220983
"rs7839"	0.4401383
"rs7840"	0.48577369
"rs7841"	0.04092564
"rs7842"	0.2574567
"rs7843"	0.37949668
"rs7844"	0.1544821
"rs7845"	0.27978136
"rs7846"	0.62536099
"rs7847"	0.88105538
"rs7848"	0.01499386
"rs7849"	0.75738858
"rs7850"	0.13441238
"rs7851"	0.25360266
"rs7852"	0.24585856
"rs7853"	0.80058472
"rs7854"	0.50338747
"rs7855"	0.47281501
"rs7856"	0.13501222
"rs7857"	0.04353129
"rs7858"	0.28704197
"rs7859"	0.06615732
"rs7860"	0.88191042
"rs7861"	0.34775298
"rs7862"	0.2293676
"rs7863"	0.85817128
"rs7864"	0.07505284
"rs7865"	0.13698993
"rs7866"	0.50496618
"rs7867"	0.45358548
"rs7868"	0.83162498
"rs7869"	0.19960459
"rs7870"	0.9010367
"rs7871"	0.89969025
"rs7872"	0.47363343
"rs7873"	0.9089802
"rs7874"	0.77206729
"rs7875"	0.29426403
"rs7876"	0.68393797
"rs7877"	0.13279714
"rs7878"	0.74633233
"rs7879"	0.38174827
"rs7880"	0.44768155
"rs7881"	0.76875799
"rs7882"	0.80628961
"rs7883"	0.13040373
"rs7884"	0.69205648
"rs7885"	0.61540969
"rs7886"	0.42335801
"rs7887"	0.40217828
"rs7888"	0.44765316
"rs7889"	0.48214183
"rs7890"	0.97879963
"rs7891"	0.03886943
"rs7892"	0.37321636
"rs7893"	0.4542946
"rs7894"	0.30385888
"rs7895"	0.82270175
"rs7896"	0.17495247
"rs7897"	0.72771424
"rs7898"	0.94438409
"rs7899"	0.27826073
"rs7900"	0.08126129
"rs7901"	0.71398483
"rs7902"	0.52846566
"rs7903"	0.224066
"rs7904"	0.46373444
"rs7905"	0.71934612
"rs7906"	0.04676401
"rs7907"	0.74405421
"rs7908"	0.16766499
"rs7909"	0.81965644
"rs7910"	0.0226692
"rs7911"	0.53432576
"rs7912"	0.11066061
"rs7913"	0.35363295
"rs7914"	0.62533831
"rs7915"	0.10565097
"rs7916"	0.99005237
"rs7917"	0.76614458
"rs7918"	0.82613139
"rs7919"	0.08132308
"rs7920"	0.99722054
"rs7921"	0.79488772
"rs7922"	0.50029218
"rs7923"	0.77410626
"rs7924"	0.09455309
"rs7925"	0.79253544
"rs7926"	0.11619436
"rs7927"	0.46971871
"rs7928"	0.62488821
"rs7929"	0.43555841
"rs7930"	0.43383464
"rs7931"	0.0573821
"rs7932"	0.90925824
"rs7933"	0.14574572
"rs7934"	0.56204274
"rs7935"	0.42191572
"rs7936"	0.12385064
"rs7937"	0.81787145
"rs7938"	0.22096551
"rs7939"	0.0216862
"rs7940"	0.79910538
"rs7941"	0.12392006
"rs7942"	0.41713583
"rs7943"	0.57738341
"rs7944"	0.08795724
"rs7945"	0.70798183
"rs7946"	0.91128705
"rs7947"	0.02114823
"rs7948"	0.6294595
"rs7949"	0.98231768
"rs7950"	0.95049069
"rs7951"	0.63199035
"rs7952"	0.16300448
"rs7953"	0.97728487
"rs7954"	0.77375809
"rs7955"	0.28735142
"rs7956"	0.85242815
"rs7957"	0.32271709
"rs7958"	0.53222344
"rs7959"	0.93390368
"rs7960"	0.17583863
"rs7961"	0.30188081
"rs7962"	0.96362319
"rs7963"	0.35728896
"rs7964"	0.95285976
"rs7965"	0.67058374
"rs7966"	0.85090565
"rs7967"	0.09718495
"rs7968"	0.83454529
"rs7969"	0.84274708
"rs7970"	0.01238632
"rs7971"	0.55559942
"rs7972"	0.66123525
"rs7973"	0.24257558
"rs7974"	0.92009891
"rs7975"	0.2580058
"rs7976"	0.96054427
"rs7977"	0.53286894
"rs7978"	0.21876502
"rs7979"	0.41379836
"rs7980"	0.28122645
"rs7981"	0.95537474
"rs7982"	0.16910814
"rs7983"	0.33000229
"rs7984"	0.99364952
"rs7985"	0.82364085
"rs7986"	0.10513319
"rs7987"	0.69087224
"rs7988"	0.10115521
"rs7989"	0.40923962
"rs7990"	0.8970245
"rs7991"	0.22943045
"rs7992"	0.27081483
"rs7993"	0.93801929
"rs7994"	0.46244396
"rs7995"	0.7901614
"rs7996"	0.53565094
"rs7997"	0.43345161
"rs7998"	0.08124134
"rs7999"	0.39498273
"rs8000"	0.88410215
"rs8001"	0.1259998
"rs8002"	0.89788453
"rs8003"	0.48768332
"rs8004"	0.92582161
"rs8005"	0.06359234
"rs8006"	0.06834752
"rs8007"	0.5171973
"rs8008"	0.4975862
"rs8009"	0.69602175
"rs8010"	0.46287193
"rs8011"	0.98400746
"rs8012"	0.66713398
"rs8013"	0.1017433
"rs8014"	0.32097808
"rs8015"	0.05350268
"rs8016"	0.29024208
"rs8017"	0.45578314
"rs8018"	0.57289059
"rs8019"	0.65966723
"rs8020"	0.05275762
"rs8021"	0.3840429
"rs8022"	0.76663196
"rs8023"	0.25828081
"rs8024"	0.66118092
"rs8025"	0.01263815
"rs8026"	0.2999803
"rs8027"	0.14467787
"rs8028"	0.32826778
"rs8029"	0.22639995
"rs8030"	0.96655101
"rs8031"	0.52976875
"rs8032"	0.96767159
"rs8033"	0.31538334
"rs8034"	0.00215724
"rs8035"	0.0374084
"rs8036"	0.05618689
"rs8037"	0.13360845
"rs8038"	0.01496131
"rs8039"	0.96745253
"rs8040"	0.33293627
"rs8041"	0.76466149
"rs8042"	0.05525471
"rs8043"	0.60196826
"rs8044"	0.97476818
"rs8045"	0.26024672
"rs8046"	0.46589476
"rs8047"	0.85929492
"rs8048"	0.87794225
"rs8049"	0.37172305
"rs8050"	0.33093436
"rs8051"	0.97557568
"rs8052"	0.91821984
"rs8053"	0.41867239
"rs8054"	0.77769688
"rs8055"	0.12456603
"rs8056"	0.7158437
"rs8057"	0.44376099
"rs8058"	0.82486372
"rs8059"	0.08722186
"rs8060"	0.58080553
"rs8061"	0.74478046
"rs8062"	0.15709544
"rs8063"	0.68475898
"rs8064"	0.41944689
"rs8065"	0.27582817
"rs8066"	0.86113793
"rs8067"	0.09592334
"rs8068"	0.91057121
"rs8069"	0.39706514
"rs8070"	0.52454091
"rs8071"	0.26077508
"rs8072"	0.11032284
"rs8073"	0.19666395
"rs8074"	0.55383664
"rs8075"	0.46897441
"rs8076"	0.63068984
"rs8077"	0.03017707
"rs8078"	0.80575306
"rs8079"	0.6975375
"rs8080"	0.08646447
"rs8081"	0.28995206
"rs8082"	0.73900405
"rs8083"	0.05407559
"rs8084"	0.35694297
"rs8085"	0.20565532
"rs8086"	0.55028531
"rs8087"	0.8142064
"rs8088"	0.62844568
"rs8089"	0.90344527
"rs8090"	0.55642987
"rs8091"	0.84052084
"rs8092"	0.56201202
"rs8093"	0.60373801
"rs8094"	0.20016749
"rs8095"	0.66991284
"rs8096"	0.48382271
"rs8097"	0.0233314
"rs8098"	0.7388398
"rs8099"	0.74662012
"rs8100"	0.93084152
"rs8101"	0.2623147
"rs8102"	0.81189752
"rs8103"	0.83468956
"rs8104"	0.2915021
"rs8105"	0.58152791
"rs8106"	0.43201279
"rs8107"	0.53542748
"rs8108"	0.93814311
"rs8109"	0.75561409
"rs8110"	0.09075217
"rs8111"	0.51946343
"rs8112"	0.1017403
"rs8113"	0.47282241
"rs8114"	0.08446201
"rs8115"	0.78700648
"rs8116"	0.35244355
"rs8117"	0.90223967
"rs8118"	0.32745461
"rs8119"	0.00046627
"rs8120"	0.96389051
"rs8121"	0.62700438
"rs8122"	0.47316367
"rs8123"	0.02333646
"rs8124"	0.91988986
"rs8125"	0.89305351
"rs8126"	0.736836
"rs8127"	0.30561395
"rs8128"	0.62880517
"rs8129"	0.5056464
"rs8130"	0.79248678
"rs8131"	0.01840129
"rs8132"	0.71332302
"rs8133"	0.66114069
"rs8134"	0.12112851
"rs8135"	0.32639872
"rs8136"	0.34029233
"rs8137"	0.79435109
"rs8138"	0.55376327
"rs8139"	0.24843608
"rs8140"	0.80801266
"rs8141"	0.83972946
"rs8142"	0.6571438
"rs8143"	0.03207306
"rs8144"	0.99927302
"rs8145"	0.72262431
"rs8146"	0.38533668
"rs8147"	0.7119368
"rs8148"	0.63189969
"rs8149"	0.09545393
"rs8150"	0.45573644
"rs8151"	0.25029632
"rs8152"	0.17591741
"rs8153"	0.57610897
"rs8154"	0.43073686
"rs8155"	0.27591785
"rs8156"	0.03852867
"rs8157"	0.46236994
"rs8158"	0.62725846
"rs8159"	0.54394857
"rs8160"	0.42149875
"rs8161"	0.79244684
"rs8162"	0.85551841
"rs8163"	0.27101287
"rs8164"	0.48428106
"rs8165"	0.81718207
"rs8166"	0.60291706
"rs8167"	0.54831256
"rs8168"	0.09433134
"rs8169"	0.08929141
"rs8170"	0.24056729
"rs8171"	0.78041967
"rs8172"	0.79656405
"rs8173"	0.79477629
"rs8174"	0.9200776
"rs8175"	0.72634028
"rs8176"	0.73827045
"rs8177"	0.9344406
"rs8178"	0.04636665
"rs8179"	0.6957847
"rs8180"	0.26739224
"rs8181"	0.46095453
"rs8182"	0.21243753
"rs8183"	0.31633152
"rs8184"	0.35493996
"rs8185"	0.6405237
"rs8186"	0.626484
"rs8187"	0.8086944
"rs8188"	0.97048126
"rs8189"	0.39010117
"rs8190"	0.03594483
"rs8191"	0.40363741
"rs8192"	0.2648358
"rs8193"	0.67617603
"rs8194"	0.378986
"rs8195"	0.00611148
"rs8196"	0.351786
"rs8197"	0.76684576
"rs8198"	0.40715682
"rs8199"	0.79656123
"rs8200"	0.38976203
"rs8201"	0.42296194
"rs8202"	0.36547623
"rs8203"	0.73910166
"rs8204"	0.64697705
"rs8205"	0.10685104
"rs8206"	0.48939493
"rs8207"	0.26081451
"rs8208"	0.27606276
"rs8209"	0.94404055
"rs8210"	0.57046621
"rs8211"	0.25059218
"rs8212"	0.93088245
"rs8213"	0.34297203
"rs8214"	0.60545294
"rs8215"	0.64309352
"rs8216"	0.93406264
"rs8217"	0.65490739
"rs8218"	0.87167666
"rs8219"	0.25860437
"rs8220"	0.32136437
"rs8221"	0.75940678
"rs8222"	0.6756921
"rs8223"	0.06241161
"rs8224"	0.41897652
"rs8225"	0.98105732
"rs8226"	0.416602
"rs8227"	0.58909213
"rs8228"	0.15039596
"rs8229"	0.9125294
"rs8230"	0.81499914
"rs8231"	0.27813592
"rs8232"	0.14335145
"rs8233"	0.27762733
"rs8234"	0.14783548
"rs8235"	0.11992386
"rs8236"	0.96600195
"rs8237"	0.17293534
"rs8238"	0.19247764
"rs8239"	0.58887295
"rs8240"	0.47791677
"rs8241"	0.83705344
"rs8242"	0.47544298
"rs8243"	0.72824871
"rs8244"	0.84487136
"rs8245"	0.80256699
"rs8246"	0.55367497
"rs8247"	0.61763259
"rs8248"	0.475384
"rs8249"	0.64707283
"rs8250"	0.65950808
"rs8251"	0.66237092
"rs8252"	0.27611906
"rs8253"	0.39223684
"rs8254"	0.141107
"rs8255"	0.96464186
"rs8256"	0.96938184
"rs8257"	0.6656981
"rs8258"	0.98495813
"rs8259"	0.18495167
"rs8260"	0.60451391
"rs8261"	0.26945979
"rs8262"	0.94709731
"rs8263"	0.19576609
"rs8264"	0.96000617
"rs8265"	0.57985134
"rs8266"	0.63685797
"rs8267"	0.35613351
"rs8268"	0.50785331
"rs8269"	0.09691655
"rs8270"	0.58249262
"rs8271"	0.92430955
"rs8272"	0.36765327
"rs8273"	0.06990107
"rs8274"	0.46152523
"rs8275"	0.59914766
"rs8276"	0.42647966
"rs8277"	0.69213693
"rs8278"	0.98221386
"rs8279"	0.84650678
"rs8280"	0.19027446
"rs8281"	0.66552142
"rs8282"	0.2478851
"rs8283"	0.79983095
"rs8284"	0.20076345
"rs8285"	0.73786376
"rs8286"	0.04202257
"rs8287"	0.95667983
"rs8288"	0.27791359
"rs8289"	0.54927808
"rs8290"	0.84378303
"rs8291"	0.2920346
"rs8292"	0.41674085
"rs8293"	0.437802
"rs8294"	0.74330482
"rs8295"	0.7906575
"rs8296"	0.63506961
"rs8297"	0.77530726
"rs8298"	0.7190128
"rs8299"	0.01901179
"rs8300"	0.94769439
"rs8301"	0.35066061
"rs8302"	0.61382455
"rs8303"	0.66009504
"rs8304"	0.4846776
"rs8305"	0.95007201
"rs8306"	0.82864753
"rs8307"	0.25455994
"rs8308"	0.08409342
"rs8309"	0.24625492
"rs8310"	0.31500905
"rs8311"	0.72619265
"rs8312"	0.42119374
"rs8313"	0.32185212
"rs8314"	0.87305971
"rs8315"	0.85976281
"rs8316"	0.13568525
"rs8317"	0.22397557
"rs8318"	0.5367512
"rs8319"	0.29899614
"rs8320"	0.6901544
"rs8321"	0.7427864
"rs8322"	0.42252001
"rs8323"	0.12877354
"rs8324"	0.48746578
"rs8325"	0.58571612
"rs8326"	0.57352689
"rs8327"	0.20477844
"rs8328"	0.30237391
"rs8329"	0.79180588
"rs8330"	0.00608535
"rs8331"	0.84177768
"rs8332"	0.95081729
"rs8333"	0.5857829
"rs8334"	0.88407596
"rs8335"	0.24549487
"rs8336"	0.68893796
"rs8337"	0.85545645
"rs8338"	0.68931425
"rs8339"	0.67015962
"rs8340"	0.86633778
"rs8341"	0.23377531
"rs8342"	0.42860903
"rs8343"	0.62867742
"rs8344"	0.43701851
"rs8345"	0.61288012
"rs8346"	0.52473356
"rs8347"	0.62255397
"rs8348"	0.35952917
"rs8349"	0.80787755
"rs8350"	0.63081043
"rs8351"	0.37259699
"rs8352"	0.27867183
"rs8353"	0.89331699
"rs8354"	0.80995709
"rs8355"	0.52183638
"rs8356"	0.48279975
"rs8357"	0.56053272
"rs8358"	0.1702451
"rs8359"	0.3335637
"rs8360"	0.04628966
"rs8361"	0.57054453
"rs8362"	0.01860253
"rs8363"	0.31664412
"rs8364"	0.08102474
"rs8365"	0.50485399
"rs8366"	0.89476791
"rs8367"	0.76341254
"rs8368"	0.78605712
"rs8369"	0.52742856
"rs8370"	0.8690123
"rs8371"	0.49834546
"rs8372"	0.95007473
"rs8373"	0.50928515
"rs8374"	0.12079569
"rs8375"	0.81132633
"rs8376"	0.74541287
"rs8377"	0.28783946
"rs8378"	0.09570458
"rs8379"	0.27822932
"rs8380"	0.93157129
"rs8381"	0.52424827
"rs8382"	0.968083
"rs8383"	0.2410474
"rs8384"	0.19309153
"rs8385"	0.50906513
"rs8386"	0.35768779
"rs8387"	0.03355649
"rs8388"	0.02270965
"rs8389"	0.98686431
"rs8390"	0.12711316
"rs8391"	0.27191571
"rs8392"	0.52944674
"rs8393"	0.24148482
"rs8394"	0.87449741
"rs8395"	0.6713556
"rs8396"	0.40355544
"rs8397"	0.89509123
"rs8398"	0.86803479
"rs8399"	0.31940132
"rs8400"	0.57869327
"rs8401"	0.97089013
"rs8402"	0.30447396
"rs8403"	0.93745265
"rs8404"	0.88016903
"rs8405"	0.92489498
"rs8406"	0.7917896
"rs8407"	0.66503885
"rs8408"	0.51359365
"rs8409"	0.74023812
"rs8410"	0.88855811
"rs8411"	0.24586922
"rs8412"	0.66949474
"rs8413"	0.65151681
"rs8414"	0.39877102
"rs8415"	0.80841044
"rs8416"	0.27417739
"rs8417"	0.53353137
"rs8418"	0.98542714
"rs8419"	0.34459158
"rs8420"	0.36334094
"rs8421"	0.90543474
"rs8422"	0.0953309
"rs8423"	0.27441106
"rs8424"	0.75296831
"rs8425"	0.88282418
"rs8426"	0.90057861
"rs8427"	0.68161715
"rs8428"	0.58182843
"rs8429"	0.0609093
"rs8430"	0.86309286
"rs8431"	0.72145079
"rs8432"	0.62606669
"rs8433"	0.23995365
"rs8434"	0.97913697
"rs8435"	0.85192633
"rs8436"	0.58429255
"rs8437"	0.64504193
"rs8438"	0.44478137
"rs8439"	0.63887784
"rs8440"	0.14558017
"rs8441"	0.79616895
"rs8442"	0.63432959
"rs8443"	0.11814146
"rs8444"	0.56020248
"rs8445"	0.10204101
"rs8446"	0.90273182
"rs8447"	0.69103479
"rs8448"	0.46139358
"rs8449"	0.55395749
"rs8450"	0.52023646
"rs8451"	0.33457292
"rs8452"	0.68985404
"rs8453"	0.99041563
"rs8454"	0.95117133
"rs8455"	0.13441924
"rs8456"	0.16161979
"rs8457"	0.97239177
"rs8458"	0.51524301
"rs8459"	0.10404801
"rs8460"	0.7735281
"rs8461"	0.5785352
"rs8462"	0.68372395
"rs8463"	0.43993361
"rs8464"	0.57558677
"rs8465"	0.18047376
"rs8466"	0.93088765
"rs8467"	0.07524124
"rs8468"	0.92407945
"rs8469"	0.14197418
"rs8470"	0.08932301
"rs8471"	0.74795995
"rs8472"	0.45797313
"rs8473"	0.35259158
"rs8474"	0.97768016
"rs8475"	0.96988099
"rs8476"	0.15424299
"rs8477"	0.27606788
"rs8478"	0.09028146
"rs8479"	0.56499553
"rs8480"	0.83911897
"rs8481"	0.00186854
"rs8482"	0.55631035
"rs8483"	0.47980365
"rs8484"	0.77381958
